Province,Year,Zone,Candidate,Number,Party,Score
สระบุรี,2554,2,นายอรรถพล  วงษ์ประยูร,1,เพื่อไทย,41521
สระบุรี,2554,2,นายเฉลิม  เปลื้องทุกข์,2,ชาติพัฒนาเพื่อแผ่นดิน,343
สระบุรี,2554,2,นายพัทธโรจน์  กมลโรจน์สิริ,10,ประชาธิปัตย์,15126
สระบุรี,2554,2,นายเชิดชัย  กลางสาทร,12,รักษ์สันติ,396
สระบุรี,2554,2,ร้อยตรีปรพล  อดิเรกสาร,16,ภูมิใจไทย,28339
สระบุรี,2554,2,นางสาวพัทรนันต์  สร้อยคำพา,36,พลังคนกีฬา,345
สระบุรี,2554,2,นายสากล  ดวงแก้ว,39,เพื่อนเกษตรไทย,280
สระบุรี,2554,3,นายอาจอง  บิณศิรวานิช,1,เพื่อไทย,27639
สระบุรี,2554,3,นางวันเพ็ญ  จันทาโลก,2,ชาติพัฒนาเพื่อแผ่นดิน,471
สระบุรี,2554,3,พันตำรวจโทชาติชาย  เจริญลาภ,10,ประชาธิปัตย์,18354
สระบุรี,2554,3,นายวัชรพงศ์  คูวิจิตรสุวรรณ,16,ภูมิใจไทย,29314
สระบุรี,2554,3,นายไพรัฐ  จริยะกุลเดช,36,พลังคนกีฬา,279
สระบุรี,2554,4,นายองอาจ  วงษ์ประยูร,1,เพื่อไทย,44374
สระบุรี,2554,4,นายสุดใจ  โพธิ์คำ,2,ชาติพัฒนาเพื่อแผ่นดิน,378
สระบุรี,2554,4,นายกิตติศักดิ์  นิธิณัฐเจริญกุล,10,ประชาธิปัตย์,10227
สระบุรี,2554,4,นายชนัตถ์  นันทปัญญา,16,ภูมิใจไทย,31564
สระบุรี,2554,4,นายภูตะวัน  เทียนกระจ่าง,36,พลังคนกีฬา,218
สิงห์บุรี,2554,1,นายสุรสาล  ผาสุข,1,เพื่อไทย,59640
สิงห์บุรี,2554,1,นายวันชัย  จูเจี่ย,2,ชาติพัฒนาเพื่อแผ่นดิน,363
สิงห์บุรี,2554,1,นายญาณเดช  จิระสุนทรกุญ,4,ประชากรไทย,150
สิงห์บุรี,2554,1,นายกมล  สุขคะสมบัติ,10,ประชาธิปัตย์,17182
สิงห์บุรี,2554,1,พันจ่าอากาศเอกประจวบ  รุ่งกำจัด,12,รักษ์สันติ,722
สิงห์บุรี,2554,1,นายโชติวุฒิ  ธนาคมานุสรณ์,21,ชาติไทยพัฒนา,39889
สุโขทัย,2554,1,พันตำรวจโทมงกุฎ  รักบุญประเสริฐ,1,เพื่อไทย,11309
สุโขทัย,2554,1,นายธานี  ทวนหอม,2,ชาติพัฒนาเพื่อแผ่นดิน,122
สุโขทัย,2554,1,นายวิรัตน์  วิริยะพงษ์,10,ประชาธิปัตย์,34230
สุโขทัย,2554,1,นายศราวุฒิ  ปรีดากัญญารัตน์,12,รักษ์สันติ,519
สุโขทัย,2554,1,นายประศาสตร์  ทองปากน้ำ,16,ภูมิใจไทย,29241
สุโขทัย,2554,1,ร้อยตำรวจตรีมานิตย์  สุขวัฒน์,36,พลังคนกีฬา,50
สุโขทัย,2554,1,นายชัยวัฒน์  สุดสวาท,39,เพื่อนเกษตรไทย,53
สุโขทัย,2554,2,นายชูศักดิ์  คีรีมาศทอง,1,เพื่อไทย,21612
สุโขทัย,2554,2,นายยุ้ย  นินทะกาล,2,ชาติพัฒนาเพื่อแผ่นดิน,148
สุโขทัย,2554,2,นายสัมพันธ์  ตั้งเบญจผล,10,ประชาธิปัตย์,33263
สุโขทัย,2554,2,นายเกียรติศักดิ์  ต้นประสงค์,16,ภูมิใจไทย,23188
สุโขทัย,2554,2,นายกุศลหมีเทศริ์  ศรีอารวงศา,26,มาตุภูมิ,2247
สุโขทัย,2554,3,พันโทพรชัย  แสงสว่าง,1,เพื่อไทย,11634
สุโขทัย,2554,3,นายสมเจตน์  ลิมปะพันธุ์,2,ชาติพัฒนาเพื่อแผ่นดิน,27547
สุโขทัย,2554,3,นายสมชาย  คำเตือนใจ,10,ประชาธิปัตย์,11879
สุโขทัย,2554,3,นายจักรวาล  ชัยวิรัตน์นุกูล,16,ภูมิใจไทย,27671
สุโขทัย,2554,3,นายศุภชัย  โตนดดง,39,เพื่อนเกษตรไทย,119
สุโขทัย,2554,4,นางสาวฐิติพร  เขียวฤทธิ์,1,เพื่อไทย,18852
สุโขทัย,2554,4,นายบุญธรรม  ชาวเขียววงศ์,2,ชาติพัฒนาเพื่อแผ่นดิน,326
สุโขทัย,2554,4,นายโด่ง  แสวงลาภ,10,ประชาธิปัตย์,12488
สุโขทัย,2554,4,นายมนู  พุกประเสริฐ,16,ภูมิใจไทย,25934
สุโขทัย,2554,4,นายอารยะ  ชุมดวง,21,ชาติไทยพัฒนา,21594
สุพรรณบุรี,2554,1,พันตำรวจเอกปรีดี  เจริญศิลป์,1,เพื่อไทย,30978
สุพรรณบุรี,2554,1,นายชาติ  อินทนะ,2,ชาติพัฒนาเพื่อแผ่นดิน,186
สุพรรณบุรี,2554,1,นายอิสระ  บุญญาอรุณเนตร,10,ประชาธิปัตย์,9116
สุพรรณบุรี,2554,1,นางสาวใบพุทธ  อโศกตระกูล,18,เพื่อฟ้าดิน,292
สุพรรณบุรี,2554,1,นายสรชัด  สุจิตต์,21,ชาติไทยพัฒนา,48807
สุพรรณบุรี,2554,1,นางจันทร์ฉาย  อึ้งมณีภรณ์,36,พลังคนกีฬา,73
สุพรรณบุรี,2554,2,พลตรีเทียมศักดิ์  สุขานุยุทธ,1,เพื่อไทย,28003
สุพรรณบุรี,2554,2,นายวิรัช  ชัยรอด,2,ชาติพัฒนาเพื่อแผ่นดิน,218
สุพรรณบุรี,2554,2,นางสาวสุมิตรา  บุญญาอรุณเนตร,10,ประชาธิปัตย์,7231
สุพรรณบุรี,2554,2,นายรชต์พงษ์  มาคงกุล,12,รักษ์สันติ,669
สุพรรณบุรี,2554,2,นายเนติ  สกุลพราหมณ์,19,เครือข่ายชาวนาแห่งประเทศไทย,460
สุพรรณบุรี,2554,2,นายชาญชัย  ประเสริฐสุวรรณ,21,ชาติไทยพัฒนา,50068
สุพรรณบุรี,2554,2,พันตรีฐานันดร  สุวรรณนคร,36,พลังคนกีฬา,30
สุพรรณบุรี,2554,3,นายยุทธนา  ลับบัวงาม,1,เพื่อไทย,24301
สุพรรณบุรี,2554,3,นายปรีชา  เณรแตง,2,ชาติพัฒนาเพื่อแผ่นดิน,281
สุพรรณบุรี,2554,3,นายอนันต์  จินดาไตรรัตน์,10,ประชาธิปัตย์,8230
สุพรรณบุรี,2554,3,นางแก้วตะวัน  พวงบุบผา,18,เพื่อฟ้าดิน,47
สุพรรณบุรี,2554,3,นางทวี  ณรงค์พันธ์,19,เครือข่ายชาวนาแห่งประเทศไทย,580
สุพรรณบุรี,2554,3,นายนพดล  มาตรศรี,21,ชาติไทยพัฒนา,50969
สุพรรณบุรี,2554,4,นายเทียนชัย  ปิ่นวิเศษ,1,เพื่อไทย,38638
สุพรรณบุรี,2554,4,นายประสงค์  ชูวงษ์,2,ชาติพัฒนาเพื่อแผ่นดิน,303
สุพรรณบุรี,2554,4,นายบุญส่ง  เพ็ชรวงษ์,10,ประชาธิปัตย์,5145
สุพรรณบุรี,2554,4,นายบุญลือ  นิลพลอย,19,เครือข่ายชาวนาแห่งประเทศไทย,322
สุพรรณบุรี,2554,4,นางสาวพัชรี  โพธสุธน,21,ชาติไทยพัฒนา,46854
สุพรรณบุรี,2554,5,นายสหรัฐ  กุลศรี,1,เพื่อไทย,46940
สุพรรณบุรี,2554,5,พันตำรวจโทราชศักดิ์  คงสว่าง,2,ชาติพัฒนาเพื่อแผ่นดิน,1040
สุพรรณบุรี,2554,5,นายสุขสันต์  คงคา,10,ประชาธิปัตย์,4925
สุพรรณบุรี,2554,5,นางสาวบังอร  จันทร์สุวรรณ,19,เครือข่ายชาวนาแห่งประเทศไทย,272
สุพรรณบุรี,2554,5,นางมุกดา  เที่ยงธรรม,21,ชาติไทยพัฒนา,36351
สุราษฎร์ธานี,2554,1,นายพีรพงษ์  สังข์ทอง,1,เพื่อไทย,6849
สุราษฎร์ธานี,2554,1,นายเอกราช  รอดเจริญ,2,ชาติพัฒนาเพื่อแผ่นดิน,787
สุราษฎร์ธานี,2554,1,นายธานี  เทือกสุบรรณ,10,ประชาธิปัตย์,60339
สุราษฎร์ธานี,2554,1,นายธนาธิป  บัวชู,12,รักษ์สันติ,2631
สุราษฎร์ธานี,2554,1,นางสาวจิตรา  ปลอดอักษร,18,เพื่อฟ้าดิน,62
สุราษฎร์ธานี,2554,1,นายชาญชัย  ช่วยจันทร์,20,การเมืองใหม่,280
สุราษฎร์ธานี,2554,1,จ่าสิบเอกอรรณพ  เสือนิล,34,ความหวังใหม่,133
สุราษฎร์ธานี,2554,1,นายอลงกรณ์  ไชยะเดชะ,36,พลังคนกีฬา,153
สุราษฎร์ธานี,2554,2,นายชาญยุทธ  นพคุณ,1,เพื่อไทย,7633
สุราษฎร์ธานี,2554,2,นายเอกกวี  บุรประภัสสร,2,ชาติพัฒนาเพื่อแผ่นดิน,457
สุราษฎร์ธานี,2554,2,นายสุเทพ  เทือกสุบรรณ,10,ประชาธิปัตย์,67858
สุราษฎร์ธานี,2554,2,นายยรรยง  ศรีฟ้า,21,ชาติไทยพัฒนา,1201
สุราษฎร์ธานี,2554,2,นางสาวสุนีย์  ไชยธวัช,36,พลังคนกีฬา,244
สุราษฎร์ธานี,2554,3,นายมานพ  เกษมณี,1,เพื่อไทย,7809
สุราษฎร์ธานี,2554,3,นายธาดา  บุรประภัสสร,2,ชาติพัฒนาเพื่อแผ่นดิน,422
สุราษฎร์ธานี,2554,3,นางโสภา  กาญจนะ,10,ประชาธิปัตย์,61399
สุราษฎร์ธานี,2554,3,นายสมพล  ขุนทอง,12,รักษ์สันติ,8208
สุราษฎร์ธานี,2554,3,นายนิยม  แก้วชัด,22,เสรีนิยม,969
สุราษฎร์ธานี,2554,3,นายณรงค์  ทิพย์สุวรรณ,34,ความหวังใหม่,302
สุราษฎร์ธานี,2554,3,นายคณาพงษ์  ทองสุข,36,พลังคนกีฬา,63
สุราษฎร์ธานี,2554,3,นายฐานะกูล  พัฒนสิงห์,39,เพื่อนเกษตรไทย,241
สุราษฎร์ธานี,2554,4,พันตำรวจเอกสมพล  รัฐกาญจน์,1,เพื่อไทย,8570
สุราษฎร์ธานี,2554,4,นายชัยชนะ  สงฤทธิ์,2,ชาติพัฒนาเพื่อแผ่นดิน,848
สุราษฎร์ธานี,2554,4,นายเชน  เทือกสุบรรณ,10,ประชาธิปัตย์,72864
สุราษฎร์ธานี,2554,4,นายวิเชียร  จันทร์บัว,34,ความหวังใหม่,518
สุราษฎร์ธานี,2554,4,นายสมศักดิ์  ศรีธรรม,36,พลังคนกีฬา,287
สุราษฎร์ธานี,2554,4,นายสุชัด  ชูสุวรรณ,39,เพื่อนเกษตรไทย,862
สุราษฎร์ธานี,2554,5,นายคณิต  อินทปัน,1,เพื่อไทย,4199
สุราษฎร์ธานี,2554,5,นายกีรติ  ช่วยชนะ,2,ชาติพัฒนาเพื่อแผ่นดิน,442
สุราษฎร์ธานี,2554,5,นายสินิตย์  เลิศไกร,10,ประชาธิปัตย์,64212
สุราษฎร์ธานี,2554,5,นางอัจฉราวดี  เกื้อหนุน,16,ภูมิใจไทย,12582
สุราษฎร์ธานี,2554,5,นางสาวบุญทิพย์  คงคำ,18,เพื่อฟ้าดิน,33
สุราษฎร์ธานี,2554,5,นายพสิษฐ์  แก้วพิชัย,36,พลังคนกีฬา,22
สุราษฎร์ธานี,2554,5,นายสุทัศน์  อินทชาติ,39,เพื่อนเกษตรไทย,25
สุราษฎร์ธานี,2554,6,นายชุมสาย  ศรียาภัย,1,เพื่อไทย,6934
สุราษฎร์ธานี,2554,6,นายสรรเสริญ  ฤกษ์อุไร,2,ชาติพัฒนาเพื่อแผ่นดิน,207
สุราษฎร์ธานี,2554,6,นายธีรภัทร  พริ้งศุลกะ,10,ประชาธิปัตย์,75429
สุราษฎร์ธานี,2554,6,นายฟื้น  ฤทธิวงศ์,18,เพื่อฟ้าดิน,111
สุราษฎร์ธานี,2554,6,นายวิเชียร  เกิดชูกุล,36,พลังคนกีฬา,240
สุราษฎร์ธานี,2554,6,นายประสาร  ไมอินทร์,39,เพื่อนเกษตรไทย,1133
สุรินทร์,2554,1,นายกลยุทธ  เรืองกาญจนเศรษฐ์,1,เพื่อไทย,28390
สุรินทร์,2554,1,นายคำสิงห์  ชอบมี,10,ประชาธิปัตย์,11131
สุรินทร์,2554,1,นายเหมกรณ์  สวยรูป,12,รักษ์สันติ,310
สุรินทร์,2554,1,นายปกรณ์  มุ่งเจริญพร,16,ภูมิใจไทย,40375
สุรินทร์,2554,1,นายสุพร  วัฒนาเอี่ยวสกุล,17,แทนคุณแผ่นดิน,131
สุรินทร์,2554,1,จ่าสิบเอกวิชาพร  พินธุรักษ์,18,เพื่อฟ้าดิน,79
สุรินทร์,2554,1,นายบุญติด  สุรประพจน์,21,ชาติไทยพัฒนา,246
สุรินทร์,2554,1,นายประนอม  เฉลียวศิลป,34,ความหวังใหม่,29
สุรินทร์,2554,2,นางปิยะดา  มุ่งเจริญพร,1,เพื่อไทย,39101
สุรินทร์,2554,2,นายคราศรี  ลอยทอง,10,ประชาธิปัตย์,8129
สุรินทร์,2554,2,นายสาโรช  มีพร้อม,11,ไทยพอเพียง,148
สุรินทร์,2554,2,นายณรงค์  มุตตะโสภา,12,รักษ์สันติ,453
สุรินทร์,2554,2,นายกิตติศักดิ์  รุ่งธนเกียรติ,16,ภูมิใจไทย,34499
สุรินทร์,2554,2,นางสาวเอี่ยม  ภูสูง,18,เพื่อฟ้าดิน,87
สุรินทร์,2554,2,นายหริศ  วีระเสถียร,21,ชาติไทยพัฒนา,176
สุรินทร์,2554,3,นายคุณากร  ปรีชาชนะชัย,1,เพื่อไทย,36871
สุรินทร์,2554,3,นายปิติ  ปิยรัตนานนท์,2,ชาติพัฒนาเพื่อแผ่นดิน,384
สุรินทร์,2554,3,นางพวงจรรย์  สืบนุการณ์,9,พลังมวลชน,200
สุรินทร์,2554,3,นายชัย  บรรลุสุข,10,ประชาธิปัตย์,2190
สุรินทร์,2554,3,นายอาทิตย์  บุญพันธ์,12,รักษ์สันติ,363
สุรินทร์,2554,3,นายสุริยะ  ร่วมพัฒนา,16,ภูมิใจไทย,24370
สุรินทร์,2554,3,นางสุรีย์  จุไรวรรณสุทธิ,21,ชาติไทยพัฒนา,20760
สุรินทร์,2554,3,นายสุรสีห์  ยุวรานุกูล,34,ความหวังใหม่,25
สุรินทร์,2554,3,นายบุญจันทร์  สุขประเสริฐ,36,พลังคนกีฬา,80
สุรินทร์,2554,3,นายเสกสรร  แสนภูมิ,39,เพื่อนเกษตรไทย,224
สุรินทร์,2554,4,นายตี๋ใหญ่  พูนศรีธนากูล,1,เพื่อไทย,33833
สุรินทร์,2554,4,นายองอาจ  โสรถาวร,10,ประชาธิปัตย์,2184
สุรินทร์,2554,4,นายธีรพงศ์  ลาเลิศ,12,รักษ์สันติ,355
สุรินทร์,2554,4,นายสาธิต  เทพวงศ์ศิริรัตน์,16,ภูมิใจไทย,21011
สุรินทร์,2554,4,นางกรรณิการ์  เจริญพันธ์,21,ชาติไทยพัฒนา,22919
สุรินทร์,2554,4,นางสาวมาลีรัตน์  ศรีสุข,23,ชาติสามัคคี,84
สุรินทร์,2554,4,นายนิกร  คำไสยวัช,36,พลังคนกีฬา,54
สุรินทร์,2554,5,นายครูมานิตย์  สังข์พุ่ม,1,เพื่อไทย,42489
สุรินทร์,2554,5,นายศุรวิษฐ์  ศิริพาณิชย์ศกุนต์,10,ประชาธิปัตย์,2841
สุรินทร์,2554,5,นายสมเกียรติ  สมานมิตร,12,รักษ์สันติ,1937
สุรินทร์,2554,5,นายยรรยง  ร่วมพัฒนา,16,ภูมิใจไทย,16837
สุรินทร์,2554,5,นายสุเนตร  ดัชถุยาวัตร,18,เพื่อฟ้าดิน,129
สุรินทร์,2554,5,นางรัฐาพร  สนใจ,21,ชาติไทยพัฒนา,16844
สุรินทร์,2554,6,จ่าสิบตำรวจประสิทธิ์  ไชยศรีษะ,1,เพื่อไทย,31232
สุรินทร์,2554,6,นายเชาวรัตน์  หล่อกิตติวงศ์,10,ประชาธิปัตย์,2806
สุรินทร์,2554,6,นางอำพร  นารี,11,ไทยพอเพียง,145
สุรินทร์,2554,6,นายปวิช  บูรณ์เจริญ,12,รักษ์สันติ,462
สุรินทร์,2554,6,นางฟาริดา  สุไลมาน,16,ภูมิใจไทย,21798
สุรินทร์,2554,6,นายธีระทัศน์  เตียวเจริญโสภา,21,ชาติไทยพัฒนา,20482
สุรินทร์,2554,7,นายสมบัติ  ศรีสุรินทร์,1,เพื่อไทย,39756
สุรินทร์,2554,7,นางรัตนาวลี  จันทร์ส่องศรี,10,ประชาธิปัตย์,4033
สุรินทร์,2554,7,นายปัญญา  อุนัยบัน,12,รักษ์สันติ,155
สุรินทร์,2554,7,นายเลิศศักดิ์  ทัศนเศรษฐ,16,ภูมิใจไทย,23809
สุรินทร์,2554,7,นายเอกพงษ์  มณีทับ,21,ชาติไทยพัฒนา,823
สุรินทร์,2554,7,นายเทศ  ปานทอง,22,เสรีนิยม,70
สุรินทร์,2554,8,นายชูศักดิ์  แอกทอง,1,เพื่อไทย,42629
สุรินทร์,2554,8,นายณรงค์ฤทธิ์  ชัยสุวรรณ์,10,ประชาธิปัตย์,5047
สุรินทร์,2554,8,นางบุญจิรา  มั่นหมาย,12,รักษ์สันติ,440
สุรินทร์,2554,8,นายศุภรักษ์  ควรหา,16,ภูมิใจไทย,22129
สุรินทร์,2554,8,นางมลิวัลย์  ธัญญสกุลกิจ,21,ชาติไทยพัฒนา,7315
สุรินทร์,2554,8,นายทองฮวย  ทับหนองฮี,34,ความหวังใหม่,168
หนองคาย,2554,1,ว่าที่ ร้อยตรีพงศ์พันธ์  สุนทรชัย,1,เพื่อไทย,44829
หนองคาย,2554,1,นางสาวชมพูนุท  นาครทรรพ,10,ประชาธิปัตย์,7473
หนองคาย,2554,1,นายเอกชัย  หัสดี,16,ภูมิใจไทย,27098
หนองคาย,2554,1,นายพจนินท์  เวสสาพรม,34,ความหวังใหม่,315
หนองคาย,2554,2,นายสมคิด  บาลไธสง,1,เพื่อไทย,51014
หนองคาย,2554,2,นายพิทักษ์  ศรีตะบุตร,2,ชาติพัฒนาเพื่อแผ่นดิน,22539
หนองคาย,2554,2,นายเทวัน  พันลำ,10,ประชาธิปัตย์,1492
หนองคาย,2554,2,นายชัยวัชร์  นามขันธ์,16,ภูมิใจไทย,1898
หนองคาย,2554,2,นายพิชัยยุทธ  นาพิสาร,23,ชาติสามัคคี,13
หนองคาย,2554,2,นายวิเชียร  มหาฤทธิ์,34,ความหวังใหม่,33
หนองคาย,2554,2,ดาบตำรวจประจักษ์  กางพันเทศ,39,เพื่อนเกษตรไทย,14
หนองคาย,2554,3,นางชมภู  จันทาทอง,1,เพื่อไทย,58413
หนองคาย,2554,3,นายสานิตย์  นามบุปผา,10,ประชาธิปัตย์,4838
หนองคาย,2554,3,นายเจริญ  จันทวงศ์,16,ภูมิใจไทย,14318
หนองคาย,2554,3,นายสมพงษ์  พรหมกลาง,26,มาตุภูมิ,611
หนองคาย,2554,3,นายบุญชู  สาเสี่ยน,39,เพื่อนเกษตรไทย,170
หนองบัวลำภู,2554,1,นายพิษณุ  หัตถสงเคราะห์,1,เพื่อไทย,63527
หนองบัวลำภู,2554,1,นายสันติ  ศิริสถิตย์,2,ชาติพัฒนาเพื่อแผ่นดิน,458
หนองบัวลำภู,2554,1,นางสาวนิชาภัทรวณ์  สุวรรณศรีรัตานา,9,พลังมวลชน,590
หนองบัวลำภู,2554,1,นางไพเราะจิต  เจริญยิ่ง,10,ประชาธิปัตย์,5983
หนองบัวลำภู,2554,1,นายสรชาติ วิชย  สุวรรณพรหม,16,ภูมิใจไทย,10349
หนองบัวลำภู,2554,1,นายสมหมาย  อัยแก้ว,21,ชาติไทยพัฒนา,124
หนองบัวลำภู,2554,1,นายยนต์  พรหมแดง,34,ความหวังใหม่,224
หนองบัวลำภู,2554,1,นางสาวกัญญาภัทร  น้อมระวี,36,พลังคนกีฬา,29
หนองบัวลำภู,2554,1,นายพงศ์พันธุ์  สายคำภา,39,เพื่อนเกษตรไทย,41
หนองบัวลำภู,2554,2,นายไชยา  พรหมา,1,เพื่อไทย,52573
หนองบัวลำภู,2554,2,นายชูชาติ  พรหมสิทธิ์,2,ชาติพัฒนาเพื่อแผ่นดิน,220
หนองบัวลำภู,2554,2,นายสิทธิศักดิ์  บุญเลิศ,10,ประชาธิปัตย์,2298
หนองบัวลำภู,2554,2,นายวุฒิพงษ์  ศิริสถิตย์,16,ภูมิใจไทย,24761
หนองบัวลำภู,2554,2,นายเพ็ง  ด่านพงษ์,34,ความหวังใหม่,68
หนองบัวลำภู,2554,2,นางสาวพรสุดา  ปัตถรัตน์,39,เพื่อนเกษตรไทย,37
หนองบัวลำภู,2554,3,นายวิชัย  สามิตร,1,เพื่อไทย,66277
หนองบัวลำภู,2554,3,นายประสิทธิ์  ภานุวงศ์,2,ชาติพัฒนาเพื่อแผ่นดิน,721
หนองบัวลำภู,2554,3,นางสาวจันทร์จิรา  ภักดี,10,ประชาธิปัตย์,6432
หนองบัวลำภู,2554,3,นายไชยชาญ  มาตา,16,ภูมิใจไทย,2125
หนองบัวลำภู,2554,3,นายกิตติคุณ  กองศูนย์,34,ความหวังใหม่,189
หนองบัวลำภู,2554,3,นายสุเมธ  วิชัยวงศ์,39,เพื่อนเกษตรไทย,1395
อ่างทอง,2554,1,นางสาวเพ็ญชิสา  หงษ์อุปถัมภ์ชัย,1,เพื่อไทย,30830
อ่างทอง,2554,1,นางพนินทรา  ปิ่นวิเศษ,2,ชาติพัฒนาเพื่อแผ่นดิน,351
อ่างทอง,2554,1,นายอรชุน  ประสิทธิ์สมบัติ,10,ประชาธิปัตย์,6893
อ่างทอง,2554,1,นายภราดร  ปริศนานันทกุล,21,ชาติไทยพัฒนา,39404
อ่างทอง,2554,2,พลตำรวจตรีประจวบ  เปาอินทร์,1,เพื่อไทย,31704
อ่างทอง,2554,2,นายวีรภัทร  สมบูรณ์ทรัพย์,2,ชาติพัฒนาเพื่อแผ่นดิน,197
อ่างทอง,2554,2,นายสมชาย  ตลุ่มมุข,10,ประชาธิปัตย์,4036
อ่างทอง,2554,2,นายกรวีร์  ปริศนานันทกุล,21,ชาติไทยพัฒนา,40666
อำนาจเจริญ,2554,1,นางสมหญิง  บัวบุตร,1,เพื่อไทย,37093
อำนาจเจริญ,2554,1,นายธีระชัย  ศิริขันธ์,2,ชาติพัฒนาเพื่อแผ่นดิน,10013
อำนาจเจริญ,2554,1,นายไพศาล  จันทวารา,10,ประชาธิปัตย์,35216
อำนาจเจริญ,2554,1,นายวิเชียร  อุดมศักดิ์,16,ภูมิใจไทย,8774
อำนาจเจริญ,2554,1,นายศรีวิชัย  สท้านภพ,18,เพื่อฟ้าดิน,60
อำนาจเจริญ,2554,1,นายเสน่ห์  ใจภักดี,21,ชาติไทยพัฒนา,131
อำนาจเจริญ,2554,1,นายโสนิ  สุวรรณี,34,ความหวังใหม่,166
อำนาจเจริญ,2554,2,นายชัยศรี  กีฬา,1,เพื่อไทย,43704
อำนาจเจริญ,2554,2,นายอภิวัฒน์  เงินหมื่น,10,ประชาธิปัตย์,45655
อำนาจเจริญ,2554,2,นายธรรมศาสตร์  โพธิ,16,ภูมิใจไทย,1427
อำนาจเจริญ,2554,2,นายพุทธา  ทานะศรี,18,เพื่อฟ้าดิน,125
อำนาจเจริญ,2554,2,นายนัฐทวี  สุรพันธ์,21,ชาติไทยพัฒนา,2872
อำนาจเจริญ,2554,2,นายสิทธิ  โสพสิงห์,34,ความหวังใหม่,304
อุดรธานี,2554,1,นายศราวุธ  เพชรพนมพร,1,เพื่อไทย,48482
อุดรธานี,2554,1,นายชวลิต  ทิพย์ทอง,2,ชาติพัฒนาเพื่อแผ่นดิน,334
อุดรธานี,2554,1,นางสาวณสุภา  กัสนุกาซ์,10,ประชาธิปัตย์,16270
อุดรธานี,2554,1,ว่าที่ ร้อยตรีศักดิ์ศิริ  ศิริกุล,12,รักษ์สันติ,1452
อุดรธานี,2554,1,นายองอาจ  วิเศษ,16,ภูมิใจไทย,2634
อุดรธานี,2554,1,นางพรรณราย  อโศกตระกูล,18,เพื่อฟ้าดิน,83
อุดรธานี,2554,1,นายประสาท  กันทำ,21,ชาติไทยพัฒนา,56
อุดรธานี,2554,1,นายนพเกล้า  ภูบัวใบ,33,ประชาสันติ,44
อุดรธานี,2554,1,นายเทพประสิทธิ์  นิจโกฏิยานนท์,34,ความหวังใหม่,105
อุดรธานี,2554,2,พันตำรวจโทสุรทิน  พิมานเมฆินทร์,1,เพื่อไทย,68249
อุดรธานี,2554,2,นางสาวสุชาดา  ศิริวานก,2,ชาติพัฒนาเพื่อแผ่นดิน,412
อุดรธานี,2554,2,นายนวมงคล  คูสกุล,10,ประชาธิปัตย์,7610
อุดรธานี,2554,2,นายทรงศิลป์  สุวรรณกูล,12,รักษ์สันติ,752
อุดรธานี,2554,2,นายเชิดชัย  วิเชียรวรรณ,16,ภูมิใจไทย,8250
อุดรธานี,2554,2,นายวสันต์  วงษ์เชียงยืน,21,ชาติไทยพัฒนา,120
อุดรธานี,2554,2,นายทัพชัย  นวลละออ,34,ความหวังใหม่,48
อุดรธานี,2554,2,นางสุภาภรณ์  สายทอง,39,เพื่อนเกษตรไทย,39
อุดรธานี,2554,3,นายอนันต์  ศรีพันธุ์,1,เพื่อไทย,62676
อุดรธานี,2554,3,นายสมควร  หอมกระชาย,2,ชาติพัฒนาเพื่อแผ่นดิน,283
อุดรธานี,2554,3,นายดิเรก  หลักคำ,10,ประชาธิปัตย์,2769
อุดรธานี,2554,3,นายชุมพล(คันไถ)  อุดมโภชนะธรรมรักษ์,14,กิจสังคม,338
อุดรธานี,2554,3,นายหรั่ง  ธุระพล,16,ภูมิใจไทย,14053
อุดรธานี,2554,3,นายสมชาย  ทิพวัลย์,21,ชาติไทยพัฒนา,568
อุดรธานี,2554,3,นายประพันธ์  แสงจันทร์,34,ความหวังใหม่,23
อุดรธานี,2554,4,นายขจิตร  ชัยนิคม,1,เพื่อไทย,52291
อุดรธานี,2554,4,นางนิภาภรณ์  พันธ์วงศา,2,ชาติพัฒนาเพื่อแผ่นดิน,191
อุดรธานี,2554,4,นายไชยยศ  จิรเมธากร,10,ประชาธิปัตย์,18632
อุดรธานี,2554,4,นายปัญญาพงษ์  โพธิ,12,รักษ์สันติ,305
อุดรธานี,2554,4,นายโชคเสมอ  คำมุงคุณ,16,ภูมิใจไทย,7214
อุดรธานี,2554,4,นายหนูใจ  สูตรชัย,18,เพื่อฟ้าดิน,18
อุดรธานี,2554,4,นายวิเชียร  บุญเกิด,21,ชาติไทยพัฒนา,14
อุดรธานี,2554,4,นายศักดิ์ดำรงค์  โชติวรรณ,34,ความหวังใหม่,25
อุดรธานี,2554,5,นายทองดี  มนิสสาร,1,เพื่อไทย,70461
อุดรธานี,2554,5,ร้อยตรีทวีศักดิ์  สุทธิบุญ,2,ชาติพัฒนาเพื่อแผ่นดิน,478
อุดรธานี,2554,5,นายทรงกิตติ  สุวรรณทอง,10,ประชาธิปัตย์,3337
อุดรธานี,2554,5,นายเพทาย  บุญไชย,16,ภูมิใจไทย,4391
อุดรธานี,2554,5,นายทองคำ  สุนทร,18,เพื่อฟ้าดิน,48
อุดรธานี,2554,5,นายเจริญ  สีดารักษ์,34,ความหวังใหม่,67
อุดรธานี,2554,6,นายเกียรติ์อุดม  เมนะสวัสดิ์,1,เพื่อไทย,56726
